last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.86,4,125,2,0,0,0,hr,low
0.79,4,167,3,0,0,0,technical,low
0.34,6,250,4,0,0,0,technical,low
0.82,4,64,2,0,0,0,technical,low
0.29,3,135,2,0,0,0,technical,low
0.85,5,144,5,1,0,0,technical,low
0.52,3,172,2,0,0,0,technical,low
0.74,6,236,4,0,0,0,technical,low
0.65,5,251,3,1,0,0,technical,low
0.78,2,208,6,0,0,0,technical,low
0.58,6,156,2,0,0,0,technical,low
0.67,4,185,2,0,0,0,technical,low
1.0,5,284,4,0,0,0,support,low
0.76,4,280,3,0,0,0,support,low
0.36,4,291,4,0,0,0,support,low
1.0,5,209,2,0,0,0,support,medium
0.44,4,165,2,0,0,0,support,medium
0.61,4,217,3,0,0,0,support,medium
0.88,2,273,5,0,0,0,support,medium
0.62,3,214,7,1,0,0,support,medium
1.0,4,316,3,1,0,0,support,medium
0.87,4,124,3,0,0,0,support,medium
0.69,5,253,5,0,0,0,support,medium
0.84,4,184,2,0,0,0,technical,medium
0.8,3,215,4,1,0,0,technical,medium
0.75,5,265,5,0,0,0,technical,medium
0.71,4,179,5,0,0,0,management,medium
0.77,5,146,2,0,0,0,IT,high
0.74,4,134,6,0,0,0,IT,low
0.99,6,143,5,0,0,0,IT,medium
1.0,4,213,6,0,0,0,IT,medium
0.55,1,228,2,0,0,0,IT,medium
1.0,5,245,4,0,0,0,product_mng,medium
0.56,3,177,1,0,0,0,product_mng,low
1.0,5,256,3,0,0,0,product_mng,low
0.91,4,204,2,0,0,0,product_mng,low
0.64,3,316,3,0,0,0,IT,low
0.46,3,143,5,0,0,0,RandD,low
0.69,4,272,3,1,0,0,RandD,low
0.53,3,133,2,0,0,0,RandD,low
0.67,4,139,3,0,0,0,RandD,low
0.58,4,126,3,1,0,0,RandD,medium
0.65,6,270,1,0,0,0,marketing,medium
0.84,2,208,4,0,0,0,sales,medium
0.56,4,189,5,0,0,0,accounting,medium
1.0,3,179,4,0,0,0,support,medium
0.77,2,239,3,0,0,0,technical,medium
0.73,4,173,3,0,0,0,management,medium
0.94,3,160,2,0,0,0,marketing,medium
0.97,5,184,2,1,0,0,marketing,medium
0.59,3,193,3,0,0,0,marketing,medium
0.53,4,195,4,0,0,0,sales,medium
0.79,4,265,2,0,0,0,sales,medium
0.49,3,127,3,0,0,0,sales,medium
0.32,4,163,4,0,0,0,sales,medium
0.73,4,191,3,0,0,0,sales,medium
0.54,3,265,3,0,0,0,sales,medium
0.7,5,240,5,0,0,0,sales,medium
1.0,3,122,3,0,0,0,sales,medium
0.71,1,182,3,0,0,0,sales,medium
0.7,5,205,4,0,0,0,sales,medium
0.68,3,181,4,0,0,0,sales,medium
0.86,3,219,4,0,0,0,sales,medium
0.72,3,202,2,0,0,0,sales,medium
0.86,3,112,4,0,0,0,sales,medium
0.63,6,177,3,0,0,0,sales,medium
0.87,3,242,2,0,0,0,sales,high
0.45,5,207,7,0,0,0,sales,high
1.0,4,212,2,0,0,0,sales,high
0.58,3,367,3,0,0,0,sales,high
0.61,2,205,4,0,0,0,accounting,high
0.5,3,302,2,1,0,0,accounting,high
0.81,4,256,3,0,0,0,accounting,high
0.83,3,135,4,0,0,0,hr,high
0.69,5,150,4,0,0,0,hr,high
0.52,3,217,1,0,0,0,hr,high
0.83,4,81,4,0,0,0,hr,high
0.76,2,276,2,1,0,0,technical,high
0.45,5,155,5,0,0,0,technical,low
0.55,5,127,3,1,0,0,technical,low
1.0,6,280,4,1,0,0,technical,low
0.73,4,91,1,0,0,0,technical,low
0.77,6,258,1,0,0,0,technical,low
0.46,4,185,2,0,0,0,technical,low
0.66,3,114,4,0,0,0,technical,low
0.79,3,266,4,0,0,0,technical,low
0.58,4,252,6,0,0,0,technical,low
0.79,2,248,4,0,0,0,technical,low
0.86,4,209,1,0,0,0,support,low
1.0,5,138,2,0,0,0,support,low
1.0,4,195,3,1,0,0,support,low
0.75,4,242,4,0,0,0,support,low
0.86,6,316,5,0,0,0,support,low
0.54,5,134,4,0,0,0,support,medium
0.91,4,258,2,0,0,0,support,medium
0.4,5,182,2,0,0,0,support,medium
0.77,5,233,2,0,0,0,support,medium
0.55,4,320,2,0,0,0,support,medium
0.8,3,107,2,1,0,0,support,medium
0.56,3,105,4,0,0,0,technical,medium
1.0,5,278,3,0,0,0,technical,medium
0.98,3,224,2,0,0,0,technical,medium
0.89,4,140,5,0,0,0,management,medium
0.63,3,224,3,0,0,0,IT,medium
0.58,4,138,3,0,0,0,IT,medium
0.5,3,212,3,0,0,0,IT,high
0.87,5,259,2,0,0,0,IT,high
0.61,7,207,5,0,0,0,IT,high
0.61,4,234,3,0,0,0,product_mng,high
0.49,2,214,3,0,0,0,product_mng,high
0.83,6,297,4,0,0,0,product_mng,high
0.39,1,158,2,0,0,0,product_mng,high
0.77,5,172,4,0,0,0,IT,high
0.65,5,169,3,1,0,0,RandD,low
0.66,6,129,5,1,0,0,RandD,low
0.5,4,157,1,0,0,0,RandD,low
0.52,4,124,4,0,0,0,RandD,low
0.57,3,197,1,0,0,0,RandD,low
0.42,7,252,5,0,0,0,marketing,low
0.52,4,267,2,0,0,0,sales,low
0.75,4,177,4,0,0,0,accounting,low
0.77,3,288,4,1,0,0,support,medium
0.89,4,326,2,0,0,0,technical,medium
0.43,4,202,4,0,0,0,management,medium
0.82,5,219,2,0,0,0,marketing,medium
1.0,5,207,2,0,0,0,marketing,medium
1.0,5,90,2,0,0,0,marketing,medium
0.96,3,167,3,0,0,0,sales,medium
0.98,5,268,2,0,0,0,sales,medium
0.46,3,270,2,0,0,0,sales,medium
0.84,3,261,4,0,0,0,sales,medium
0.74,4,210,1,0,0,0,sales,medium
0.71,5,245,4,0,0,0,sales,medium
0.24,2,209,2,0,0,0,sales,medium
0.89,4,176,1,0,0,0,sales,medium
0.68,3,151,6,0,0,0,sales,medium
0.91,7,179,3,0,0,0,sales,medium
0.79,2,204,1,0,0,0,sales,medium
0.48,3,151,3,0,0,0,sales,medium
0.78,3,212,3,0,0,0,sales,medium
0.59,2,297,1,1,0,0,sales,medium
0.44,2,261,5,1,0,0,sales,medium
0.39,7,170,5,0,0,0,sales,medium
0.59,5,179,3,0,0,0,sales,medium
0.65,3,162,4,1,0,0,sales,high
1.0,2,179,3,0,0,0,sales,low
0.47,2,158,3,0,0,0,accounting,medium
0.66,4,193,3,1,0,0,accounting,medium
0.63,6,318,3,1,0,0,accounting,medium
0.31,3,234,3,0,0,0,hr,medium
0.92,2,192,3,1,0,0,hr,medium
0.68,6,94,1,0,0,0,hr,medium
0.67,4,113,3,0,0,0,hr,medium
0.59,3,215,3,1,0,0,technical,medium
0.94,4,302,3,1,0,0,technical,medium
0.74,4,165,1,1,0,0,technical,medium
0.69,4,195,2,0,0,0,technical,low
0.81,3,265,2,0,0,0,technical,low
0.7,2,127,6,0,0,0,technical,low
0.47,2,237,2,0,0,0,technical,low
0.79,5,134,6,0,0,0,technical,low
0.75,3,121,1,0,0,0,technical,low
0.63,4,266,3,0,0,0,technical,low
0.65,5,234,1,0,0,0,technical,high
0.64,3,213,3,0,0,0,support,low
0.61,4,170,2,0,0,0,support,high
0.89,6,210,2,0,0,0,support,high
0.84,3,244,3,0,0,0,support,low
0.37,3,213,2,0,0,0,support,low
0.25,3,249,3,0,0,0,support,high
1.0,4,159,3,0,0,0,support,low
0.83,3,212,1,0,0,0,support,medium
0.79,4,233,3,0,0,0,support,high
0.58,5,182,5,0,0,0,support,medium
0.95,3,217,2,0,0,0,support,medium
0.91,5,317,2,0,0,0,technical,medium
0.77,2,164,1,0,0,0,technical,medium
0.68,3,288,2,0,0,0,technical,high
1.0,3,182,5,0,0,0,management,medium
0.85,2,192,1,0,0,0,IT,medium
0.62,5,248,3,1,0,0,IT,medium
0.75,4,142,4,0,0,0,IT,high
0.5,6,209,3,0,0,0,IT,medium
0.68,4,164,4,0,0,0,IT,high
0.67,2,132,3,0,0,0,product_mng,low
1.0,6,123,5,0,0,0,product_mng,medium
0.42,5,191,4,0,0,0,product_mng,medium
0.73,5,227,6,0,0,0,product_mng,medium
0.66,4,99,5,0,0,0,IT,medium
0.91,4,171,4,0,0,0,RandD,low
0.49,1,174,3,0,0,0,RandD,low
0.98,1,298,2,0,0,0,RandD,low
0.57,6,253,1,1,0,0,RandD,low
0.66,3,122,1,0,0,0,RandD,low
1.0,3,256,3,0,0,0,marketing,low
0.95,3,201,2,0,0,0,marketing,low
0.89,3,120,2,0,0,0,sales,low
0.56,5,155,4,1,0,0,accounting,low
0.71,4,215,6,1,0,0,support,low
0.7,5,139,5,0,0,0,technical,high
0.14,4,159,1,1,0,0,management,low
1.0,5,216,3,0,0,0,marketing,low
1.0,3,276,4,0,0,0,marketing,low
1.0,5,206,3,1,0,0,marketing,low
0.76,4,173,2,0,0,0,sales,high
0.93,6,171,2,0,0,0,sales,low
0.94,4,290,4,0,0,0,sales,low
0.69,2,231,4,0,0,0,sales,low
0.88,4,291,2,0,0,0,sales,high
0.65,4,158,4,0,0,0,sales,low
0.8,5,232,3,0,0,1,sales,medium
0.59,4,73,3,0,0,1,sales,high
1.0,1,178,2,0,0,1,sales,medium
0.62,6,208,3,0,0,1,sales,high
0.79,4,110,3,0,0,1,sales,medium
0.68,5,267,3,1,0,0,sales,medium
0.68,6,198,5,0,0,0,sales,medium
0.7,3,255,1,0,0,0,sales,medium
0.81,6,262,2,0,0,0,sales,medium
0.97,2,230,3,1,0,0,sales,medium
1.0,3,253,1,0,0,0,sales,medium
0.59,6,222,6,0,0,0,sales,medium
0.52,6,227,2,0,0,0,sales,high
0.89,5,210,4,0,0,0,accounting,low
0.49,2,185,2,0,0,0,accounting,medium
0.71,5,183,3,0,0,0,accounting,medium
0.43,2,100,3,0,0,0,hr,medium
0.61,4,275,3,0,0,0,hr,medium
0.9,3,178,6,0,0,0,hr,medium
0.71,2,165,3,0,0,0,hr,medium
0.32,4,184,5,1,0,0,technical,medium
0.8,4,240,4,0,0,0,technical,medium
0.67,4,140,4,0,0,0,technical,medium
0.74,5,227,4,0,0,0,technical,high
0.46,2,291,4,0,0,0,technical,low
0.83,4,243,2,0,0,0,technical,low
0.79,5,216,4,0,0,0,technical,low
0.76,4,236,3,0,0,0,technical,high
0.76,3,167,4,1,0,0,technical,low
0.29,1,246,3,0,0,0,technical,low
0.6,3,244,3,0,0,0,technical,low
0.65,4,289,2,0,0,0,support,high
0.4,5,219,2,0,0,0,support,low
0.8,6,95,4,0,0,0,support,low
0.67,3,225,2,0,0,0,support,low
0.96,6,123,2,1,0,0,support,low
0.74,4,158,2,1,0,0,support,low
0.91,6,296,3,0,0,0,support,low
0.55,4,188,3,1,0,0,support,low
0.69,3,266,3,0,0,0,support,medium
0.55,4,173,1,0,0,0,support,medium
0.4,2,133,3,0,0,0,support,medium
0.49,3,144,1,0,0,0,technical,medium
0.94,2,199,2,0,0,0,technical,medium
0.46,2,195,3,0,0,0,technical,medium
0.59,5,193,3,0,0,0,management,medium
0.47,6,264,4,0,0,0,IT,medium
0.91,2,201,3,0,0,0,IT,medium
0.37,4,183,5,0,0,0,IT,medium
0.9,3,222,2,0,0,0,IT,medium
0.44,3,276,4,0,0,0,IT,medium
1.0,3,290,3,0,0,0,product_mng,high
0.63,1,187,3,0,0,0,product_mng,low
0.44,2,221,3,1,0,0,product_mng,medium
0.56,4,200,2,0,0,0,product_mng,medium
0.75,1,147,3,0,0,0,IT,medium
0.46,4,167,6,0,0,0,RandD,medium
0.78,3,170,3,0,0,0,RandD,low
0.94,2,132,3,0,0,0,RandD,low
0.57,3,300,3,1,0,0,RandD,low
0.41,2,162,5,1,0,0,RandD,low
0.58,2,206,1,0,0,0,RandD,low
0.91,8,325,2,0,0,0,marketing,low
0.6,2,179,5,0,0,0,sales,low
0.49,2,216,3,0,0,0,accounting,low
0.59,1,216,3,0,0,0,support,low
0.58,4,176,4,0,0,0,technical,low
0.69,5,157,2,0,0,0,management,low
0.81,5,230,4,1,0,0,marketing,low
0.89,5,171,2,0,0,0,marketing,low
0.66,2,199,1,0,0,0,marketing,low
1.0,3,233,1,1,0,0,sales,low
0.83,4,155,4,0,0,0,sales,low
0.65,6,167,3,0,0,0,sales,low
0.79,4,281,2,0,0,0,sales,low
0.89,2,88,2,0,0,0,sales,low
0.52,2,267,1,0,0,0,sales,low
0.33,4,220,4,0,0,0,sales,low
0.62,4,169,4,0,0,0,sales,medium
0.74,2,241,3,0,0,1,sales,medium
0.44,4,128,4,1,0,1,sales,medium
0.8,4,164,4,1,0,1,sales,medium
0.89,5,286,4,1,0,1,sales,medium
0.63,4,178,2,0,0,1,sales,medium
0.92,2,192,4,0,0,0,sales,medium
0.45,7,304,4,0,0,0,sales,medium
0.98,2,197,6,0,0,0,sales,medium
0.73,5,171,2,0,0,0,sales,medium
0.64,5,203,4,1,0,0,sales,medium
0.86,3,176,3,0,0,0,sales,medium
0.71,5,170,2,0,0,0,accounting,high
0.62,4,200,4,0,0,0,accounting,low
0.62,4,263,3,0,0,0,accounting,medium
0.78,4,176,3,0,0,0,hr,medium
0.91,5,167,2,0,0,0,hr,medium
0.51,3,129,3,1,0,0,hr,medium
0.5,3,239,7,0,0,0,hr,low
0.78,4,245,6,0,0,0,technical,low
1.0,5,163,3,0,0,0,technical,low
0.68,2,215,4,0,0,0,technical,low
0.89,3,331,3,0,0,0,technical,low
1.0,5,149,2,1,0,0,technical,low
0.72,6,116,5,0,0,0,technical,low
0.56,5,262,1,0,0,0,technical,low
0.57,4,242,2,1,0,0,technical,low
0.86,5,141,4,0,0,0,technical,low
0.53,4,259,1,0,0,0,technical,low
0.89,5,191,2,0,0,0,technical,low
0.97,6,323,1,0,0,0,support,low
1.0,4,279,4,0,0,0,support,low
0.61,4,228,1,0,0,0,support,low
0.74,6,253,2,0,0,0,support,low
1.0,6,186,5,0,0,0,support,low
0.65,4,121,2,1,0,0,support,low
0.55,2,292,2,0,0,0,support,low
0.61,5,182,4,1,0,0,support,low
0.91,4,124,3,1,0,0,support,low
1.0,3,193,4,0,0,0,support,medium
0.94,3,199,3,0,0,0,support,medium
0.79,4,306,3,1,0,0,technical,medium
0.56,5,200,2,0,0,0,technical,medium
0.85,3,208,4,0,0,0,technical,medium
0.77,3,270,2,0,0,0,management,medium
0.87,2,176,2,0,0,0,IT,medium
0.68,7,184,2,0,0,0,IT,medium
0.85,4,214,3,1,0,0,IT,medium
0.74,3,222,1,0,0,0,IT,medium
0.69,4,153,4,1,0,0,IT,medium
0.85,2,140,1,0,0,0,product_mng,medium
0.73,2,227,3,0,0,0,product_mng,high
0.63,4,217,4,1,0,0,product_mng,low
0.94,5,330,4,0,0,0,product_mng,medium
0.39,1,169,1,0,0,0,IT,medium
0.56,4,229,4,0,0,0,RandD,medium
0.49,3,167,2,0,0,0,RandD,medium
0.66,4,105,3,0,0,0,RandD,low
0.4,2,239,5,0,0,0,RandD,low
1.0,4,175,1,0,0,0,RandD,low
0.54,4,159,4,0,0,0,RandD,low
0.67,4,238,6,0,0,0,marketing,low
0.79,5,281,1,0,0,0,sales,low
0.67,4,259,4,0,0,0,accounting,low
0.78,5,279,3,0,0,0,support,low
0.41,2,156,3,0,0,0,technical,low
0.78,4,189,1,0,0,0,management,low
0.82,4,244,1,1,0,0,marketing,low
1.0,5,201,5,0,0,0,marketing,low
0.78,3,168,3,1,0,0,marketing,low
0.67,4,291,3,0,0,0,sales,low
0.62,4,206,3,0,0,0,sales,low
0.76,3,212,3,0,0,0,sales,low
0.46,2,170,1,0,0,0,sales,low
0.45,4,195,3,0,0,0,sales,low
0.51,7,157,6,1,0,0,sales,low
0.77,4,216,4,0,0,0,sales,low
0.99,5,278,2,0,0,0,sales,low
0.47,4,160,5,0,0,0,sales,medium
0.98,4,225,3,1,0,1,sales,medium
0.66,3,136,3,0,0,1,sales,medium
0.81,5,254,4,0,0,1,sales,medium
0.68,5,156,2,0,0,1,sales,medium
0.55,5,252,3,1,0,1,sales,medium
0.68,6,252,3,0,0,1,sales,medium
0.71,5,219,3,0,0,1,sales,medium
0.71,3,274,4,1,0,1,sales,medium
0.79,5,288,1,0,0,1,sales,medium
0.9,6,218,5,1,0,1,sales,medium
0.7,2,130,2,0,0,0,accounting,medium
0.62,3,203,3,0,0,0,accounting,high
0.57,5,141,5,0,0,0,accounting,low
0.43,3,208,4,0,0,0,hr,medium
0.83,3,174,4,0,0,0,hr,medium
0.7,4,240,2,0,0,0,hr,medium
0.94,3,106,4,0,0,0,hr,medium
0.82,5,260,4,0,0,0,technical,low
0.78,3,98,3,0,0,0,technical,low
1.0,4,176,4,0,0,0,technical,low
0.8,1,183,2,0,0,0,technical,low
0.86,3,246,7,0,0,0,technical,low
0.97,6,197,3,0,0,0,technical,low
0.27,3,84,3,0,0,0,technical,low
0.56,5,169,3,1,0,0,technical,low
0.76,5,241,4,0,0,0,technical,low
0.44,4,106,4,0,0,0,technical,low
0.13,3,229,3,0,0,0,technical,low
0.37,5,168,3,0,0,0,support,low
0.7,4,242,3,0,0,0,support,low
0.63,3,182,3,0,0,0,support,low
0.46,4,178,4,0,0,0,support,low
0.87,5,133,5,0,0,0,support,low
0.95,4,141,3,0,0,0,support,low
0.87,4,191,4,1,0,0,support,low
0.98,4,238,2,1,0,0,support,medium
1.0,2,142,2,0,0,0,support,medium
0.66,4,273,3,0,0,0,support,medium
0.78,3,275,4,0,0,0,support,medium
0.96,4,233,5,0,0,0,technical,medium
0.69,3,219,3,0,0,0,technical,medium
0.74,6,254,2,0,0,0,technical,medium
0.64,5,158,3,0,0,0,management,medium
0.61,2,209,4,0,0,0,IT,medium
0.54,5,157,5,0,0,0,IT,medium
0.68,2,223,1,1,0,0,IT,medium
0.68,4,239,2,0,0,0,IT,medium
0.31,4,331,1,0,0,0,IT,high
0.82,1,318,5,0,0,0,product_mng,low
0.77,4,235,3,0,0,0,product_mng,medium
0.57,4,125,5,0,0,0,product_mng,medium
1.0,5,197,3,0,0,0,product_mng,medium
0.67,6,274,3,0,0,0,IT,medium
0.91,5,209,2,0,0,0,RandD,low
0.71,5,134,3,0,0,0,RandD,low
0.93,4,261,3,0,0,0,RandD,low
0.65,5,228,7,0,0,0,RandD,low
0.54,3,154,3,0,0,0,RandD,low
0.77,3,77,5,0,0,0,RandD,low
0.69,1,167,6,0,0,0,IT,low
0.66,4,117,4,0,0,0,IT,low
0.7,3,221,4,0,0,0,IT,low
0.52,2,221,5,0,0,0,IT,low
0.61,3,260,3,0,0,0,product_mng,low
0.72,4,161,2,1,0,0,product_mng,low
0.68,6,197,4,0,0,0,product_mng,low
0.64,4,104,3,0,0,0,product_mng,low
0.46,2,157,5,0,0,0,IT,low
0.64,3,115,2,0,0,0,RandD,low
0.63,2,117,6,0,0,0,RandD,low
0.61,5,226,4,0,0,0,RandD,low
1.0,3,143,4,0,0,0,RandD,low
0.8,5,293,5,0,0,0,RandD,low
0.75,5,267,2,1,0,0,RandD,low
0.58,1,163,8,0,0,0,marketing,medium
0.98,5,170,9,0,0,0,sales,medium
0.54,5,212,7,0,0,0,accounting,medium
0.93,3,303,9,0,0,0,support,medium
0.68,4,222,8,0,0,0,technical,medium
0.72,5,225,5,0,0,0,management,medium
0.71,5,162,6,0,0,0,marketing,medium
1.0,3,156,7,0,0,0,marketing,medium
0.57,3,210,6,0,0,0,marketing,medium
0.77,5,243,5,0,0,0,sales,medium
0.79,6,289,3,1,0,0,sales,medium
0.7,5,238,8,0,0,0,sales,medium
1.0,3,330,1,0,0,0,sales,high
0.98,4,191,2,1,0,0,sales,low
0.73,5,156,2,0,0,0,sales,medium
0.98,4,153,5,0,0,0,sales,medium
0.93,5,285,2,0,0,0,sales,medium
0.59,4,227,5,0,0,0,sales,medium
0.87,5,175,3,0,0,0,sales,low
0.85,4,219,2,1,0,0,sales,low
0.55,5,215,2,1,0,0,sales,low
0.91,6,167,1,0,0,0,sales,low
0.62,6,77,2,0,0,0,sales,low
0.54,5,224,3,1,0,0,sales,low
0.7,5,220,1,0,0,0,sales,low
0.43,4,98,1,0,0,0,sales,low
0.73,4,238,5,0,0,0,sales,low
0.41,2,167,2,1,0,0,sales,low
0.88,5,239,2,0,0,0,accounting,low
0.57,4,229,3,1,0,0,accounting,low
0.9,4,224,3,0,0,0,accounting,low
0.54,2,235,4,0,0,0,hr,low
0.78,8,257,2,1,0,0,hr,low
0.75,3,299,3,1,0,0,hr,low
0.35,3,243,2,0,0,0,hr,low
0.86,4,223,2,1,0,0,technical,low
0.96,5,120,2,0,0,0,technical,low
0.99,5,229,2,0,0,0,technical,low
0.49,4,182,2,0,0,0,technical,low
1.0,3,168,1,0,0,0,technical,medium
0.37,5,210,3,0,0,0,technical,medium
0.37,7,63,6,0,0,0,technical,medium
1.0,5,272,1,0,0,0,technical,medium
0.71,5,184,2,0,0,0,technical,medium
0.36,5,279,2,1,0,0,technical,medium
0.58,6,92,2,0,0,0,technical,medium
0.58,3,104,1,0,0,0,support,medium
0.64,3,139,2,0,0,0,support,medium
0.39,4,107,1,0,0,0,support,medium
0.81,5,248,2,0,0,0,support,medium
0.45,2,237,3,0,0,0,support,medium
0.52,5,180,3,0,0,0,support,high
1.0,3,182,1,0,0,0,support,low
0.62,3,173,2,0,0,0,support,medium
0.66,1,182,5,0,0,0,support,medium
0.74,5,184,2,0,0,0,support,medium
0.98,2,196,1,0,0,0,support,medium
0.68,6,176,4,0,0,0,technical,low
0.92,1,83,5,0,0,0,technical,low
0.5,5,221,2,0,0,0,technical,low
0.67,4,186,3,0,0,0,management,low
0.67,4,191,5,0,0,0,IT,low
0.61,6,238,5,1,0,0,IT,low
0.83,3,226,3,0,0,0,IT,low
0.31,2,236,3,0,0,0,IT,low
0.73,2,280,1,0,0,0,IT,medium
0.64,4,247,4,1,0,0,product_mng,medium
0.85,3,257,2,0,0,0,product_mng,medium
0.91,6,197,5,0,0,0,product_mng,medium
0.41,2,190,3,0,0,0,product_mng,medium
0.44,3,102,2,0,0,0,IT,medium
0.74,5,100,11,0,0,0,management,medium
1.0,2,293,8,0,0,0,management,medium
0.85,3,323,8,1,0,0,management,medium
0.7,3,154,10,0,0,0,management,medium
0.79,1,199,7,0,0,0,management,medium
0.58,4,192,6,0,0,0,management,medium
1.0,5,166,5,0,0,0,IT,medium
0.67,2,168,7,1,0,0,IT,medium
0.52,3,242,6,0,0,0,IT,medium
0.85,5,182,8,0,0,0,IT,medium
0.38,2,277,7,0,0,0,product_mng,medium
1.0,4,211,2,0,0,0,product_mng,medium
0.58,5,136,2,0,0,0,product_mng,medium
0.86,5,262,2,0,0,0,product_mng,medium
0.49,4,202,1,0,0,0,IT,medium
0.65,5,129,5,0,0,0,management,medium
0.56,3,216,3,0,0,0,management,medium
0.99,5,288,2,0,0,0,management,medium
0.22,6,173,3,0,0,0,management,medium
0.66,3,201,2,0,0,0,management,medium
0.9,4,282,4,0,0,0,management,medium
0.88,1,61,4,0,0,0,marketing,high
0.89,3,236,3,0,0,0,sales,high
0.49,6,237,4,0,0,0,accounting,high
0.7,4,267,1,0,0,0,support,high
0.84,5,212,3,0,0,0,technical,high
0.95,7,211,6,0,0,0,management,high
0.27,3,139,4,0,0,0,marketing,high
0.71,4,177,4,1,0,0,marketing,high
0.53,4,125,3,1,0,0,marketing,high
0.78,4,217,3,0,0,0,sales,high
0.47,2,109,4,1,0,0,sales,low
0.41,3,239,3,0,0,0,sales,low
0.85,4,215,2,0,0,0,sales,low
0.94,3,241,2,0,0,0,sales,low
0.46,3,272,3,1,0,0,sales,low
0.66,6,252,4,0,0,0,sales,low
1.0,4,147,5,0,0,0,sales,low
0.84,4,252,3,0,0,0,sales,low
0.54,4,179,1,0,0,0,sales,low
1.0,1,89,4,1,0,0,sales,low
0.48,1,118,4,0,0,0,sales,low
0.94,6,258,4,0,0,0,sales,low
0.92,4,156,3,0,0,0,sales,low
0.85,7,280,5,0,0,0,sales,low
0.9,4,157,3,0,0,0,sales,low
0.88,7,270,10,0,0,0,sales,medium
0.94,3,241,8,1,0,0,sales,medium
0.78,5,235,10,0,0,0,sales,medium
0.63,3,116,9,0,0,0,accounting,medium
0.76,3,127,8,0,0,0,accounting,medium
1.0,2,241,9,0,0,0,accounting,medium
0.68,5,162,5,0,0,0,hr,medium
1.0,6,301,6,0,0,0,hr,medium
0.78,3,121,7,0,0,0,hr,medium
0.98,2,221,7,0,0,0,hr,medium
0.87,3,268,5,0,0,0,technical,medium
0.32,5,201,3,1,0,0,technical,medium
0.8,3,243,4,0,0,0,technical,high
0.43,4,144,3,0,0,0,technical,high
0.87,3,225,4,0,0,0,technical,high
0.98,4,159,4,0,0,0,technical,high
0.54,2,192,2,1,0,0,technical,high
0.73,3,212,2,0,0,0,technical,high
0.74,6,262,7,0,0,0,technical,high
0.8,3,308,2,1,0,0,technical,high
1.0,5,199,3,0,0,0,technical,low
1.0,3,166,2,1,0,0,support,low
0.53,3,247,2,1,0,0,support,low
0.63,4,231,4,0,0,0,support,low
0.38,1,154,2,0,0,0,support,low
0.55,3,205,1,0,0,0,support,low
0.6,3,87,6,0,0,0,support,low
0.9,4,280,2,0,0,0,support,low
0.65,2,269,1,0,0,0,support,medium
0.39,2,169,4,0,0,0,support,medium
0.75,3,272,5,1,0,0,support,medium
1.0,5,133,1,0,0,0,support,medium
0.69,5,234,3,0,0,0,technical,medium
0.61,2,239,4,0,0,0,technical,medium
0.63,3,166,4,0,0,0,technical,medium
0.84,5,310,2,0,0,0,management,medium
0.8,3,149,3,0,0,0,IT,medium
0.7,3,262,2,1,0,0,IT,medium
0.66,3,126,4,0,0,0,IT,medium
1.0,4,140,2,0,0,0,IT,medium
0.95,3,117,4,0,0,0,IT,medium
0.7,6,234,5,0,0,0,product_mng,medium
0.62,6,294,7,0,0,0,product_mng,medium
1.0,3,193,4,0,0,0,product_mng,medium
0.35,5,229,2,0,0,0,product_mng,medium
0.82,5,226,3,0,0,0,IT,medium
1.0,2,223,5,0,0,0,IT,medium
0.95,4,215,5,1,0,0,IT,medium
0.38,5,186,3,0,0,0,IT,medium
0.84,3,205,4,0,0,0,IT,medium
1.0,6,273,5,0,0,0,product_mng,medium
0.45,5,94,2,0,0,0,product_mng,high
1.0,3,264,4,0,0,0,product_mng,low
0.92,5,265,1,0,0,0,product_mng,medium
0.92,2,224,1,0,0,0,IT,medium
0.92,7,188,3,1,0,1,RandD,medium
0.53,5,189,2,0,0,1,RandD,medium
0.36,1,107,3,0,0,1,RandD,medium
0.86,6,179,2,0,0,1,RandD,medium
0.86,5,298,1,0,0,1,RandD,medium
0.69,6,110,3,0,0,1,RandD,medium
0.34,2,91,5,1,0,1,marketing,medium
0.87,4,239,5,0,0,1,sales,medium
0.98,4,126,4,0,0,0,accounting,low
0.92,3,117,2,0,0,0,support,low
0.46,3,236,3,0,0,0,technical,low
0.87,4,50,7,0,0,0,management,low
0.53,4,148,2,0,0,0,marketing,low
0.57,3,266,5,1,0,0,marketing,low
0.53,4,135,11,1,0,0,marketing,low
0.85,3,286,10,0,0,0,sales,high
0.89,4,297,10,0,0,0,sales,low
0.47,1,284,9,0,0,0,sales,high
0.69,5,110,10,0,0,0,sales,high
0.93,3,117,10,0,0,0,sales,low
0.84,4,194,10,0,0,0,sales,low
0.83,2,179,3,1,0,0,sales,high
0.47,4,185,1,0,0,0,sales,low
0.49,4,90,4,0,0,0,sales,medium
0.7,1,180,4,1,0,0,sales,high
0.67,3,277,3,0,0,0,sales,medium
0.88,4,122,5,0,0,0,sales,medium
0.77,6,207,8,1,0,0,sales,medium
0.58,4,202,6,0,0,0,sales,medium
0.79,4,277,6,0,0,0,sales,high
0.63,2,172,7,0,0,0,sales,medium
0.66,5,158,7,0,0,0,sales,medium
0.81,1,292,4,0,0,0,sales,medium
